TransaccionID,Fecha,ProductoID,TiendaID,UnidadesVendidas,PrecioUnitarioAplicado,DescuentoPorcentaje,PrecioTotal
TRX-011945,2024-12-16,P-0020,T-005,12,525.72,0,6308.64
TRX-011946,2024-10-26,P-0169,T-026,10,670.97,0,6709.70
TRX-011947,2024-02-02,P-0025,T-015,14,616.78,0,8634.92
TRX-011948,2023-06-12,P-0010,T-046,7,413.64,0,2895.48
TRX-011949,2023-09-26,P-0198,T-008,12,300.38,0,3604.56
TRX-011950,2023-10-29,P-0026,T-005,12,537.16,0,6445.92
TRX-011951,2024-09-29,P-0029,T-027,8,386.02,0,3088.16
TRX-011952,2024-03-11,P-0147,T-018,7,495.21,21,2738.51
TRX-011953,2024-10-04,P-0189,T-009,8,641.43,0,5131.44
TRX-011954,2024-09-27,P-0030,T-035,9,483.75,0,4353.75
TRX-011955,2024-08-22,P-0185,T-039,9,541.49,0,4873.41
TRX-011956,2024-05-28,P-0158,T-028,3,841.94,0,2525.82
TRX-011957,2024-06-02,P-0048,T-011,9,473.4,0,4260.60
TRX-011958,2023-05-05,P-0016,T-041,7,362.85,0,2539.95
TRX-011959,2023-10-25,P-0082,T-007,8,82.17,0,657.36
TRX-011960,2023-08-01,P-0144,T-046,15,394.88,0,5923.20
TRX-011961,2023-06-13,P-0139,T-047,3,165.65,0,496.95
TRX-011962,2023-01-20,P-0134,T-017,7,103.31,0,723.17
TRX-011963,2024-10-17,P-0128,T-031,10,642.57,23,4947.79
TRX-011964,2023-07-19,P-0189,T-029,10,641.43,0,6414.30
TRX-011965,2024-07-27,P-0118,T-027,12,456.92,0,5483.04
TRX-011966,2023-01-30,P-0190,T-023,8,538.15,12,3788.58
TRX-011967,2024-05-09,P-0143,T-042,4,601.55,22,1876.84
TRX-011968,2023-08-30,P-0168,T-037,4,714.02,0,2856.08
TRX-011969,2023-07-14,P-0064,T-008,1,378.64,0,378.64
TRX-011970,2024-05-30,P-0122,T-026,8,784.1,0,6272.80
TRX-011971,2024-04-21,P-0084,T-045,14,214.01,0,2996.14
TRX-011972,2023-04-01,P-0080,T-046,15,436.63,0,6549.45
TRX-011973,2024-03-08,P-0129,T-020,2,522.69,0,1045.38
TRX-011974,2023-04-12,P-0136,T-001,15,362.08,0,5431.20
TRX-011975,2023-04-20,P-0157,T-020,10,349.73,0,3497.30
TRX-011976,2024-10-11,P-0178,T-036,9,220.82,0,1987.38
TRX-011977,2024-10-04,P-0140,T-048,13,227.19,0,2953.47
TRX-011978,2023-09-15,P-0071,T-019,1,52.81,0,52.81
TRX-011979,2024-01-08,P-0100,T-026,14,253.63,0,3550.82
TRX-011980,2023-04-05,P-0017,T-009,13,362.07,12,4142.08
TRX-011981,2024-12-24,P-0014,T-015,12,279.19,8,3082.26
TRX-011982,2023-12-19,P-0032,T-038,10,413.34,26,3058.72
TRX-011983,2024-08-06,P-0048,T-023,12,473.4,0,5680.80
TRX-011984,2023-11-22,P-0040,T-023,8,105.36,14,724.88
TRX-011985,2023-09-20,P-0110,T-040,4,536.34,0,2145.36
TRX-011986,2023-01-30,P-0002,T-031,14,300.52,12,3702.41
TRX-011987,2024-01-19,P-0154,T-026,12,316.24,0,3794.88
TRX-011988,2023-10-31,P-0179,T-030,9,77.95,0,701.55
TRX-011989,2023-09-01,P-0005,T-004,5,750.5,0,3752.50
TRX-011990,2024-12-27,P-0143,T-030,4,601.55,23,1852.77
TRX-011991,2024-07-16,P-0148,T-018,8,314.89,17,2090.87
TRX-011992,2023-08-20,P-0136,T-029,12,362.08,15,3693.22
TRX-011993,2024-07-05,P-0151,T-031,6,71.31,0,427.86
TRX-011994,2024-09-30,P-0092,T-005,4,763.23,0,3052.92
TRX-011995,2024-01-20,P-0027,T-020,3,263.13,10,710.45
TRX-011996,2023-03-02,P-0103,T-033,6,298.7,0,1792.20
TRX-011997,2024-05-01,P-0121,T-004,12,791.35,0,9496.20
TRX-011998,2024-04-19,P-0079,T-034,9,598.84,0,5389.56
TRX-011999,2024-06-10,P-0052,T-037,5,340.93,0,1704.65
TRX-012000,2024-01-12,P-0110,T-044,6,536.34,0,3218.04
TRX-012001,2023-01-17,P-0169,T-045,3,670.97,18,1650.59
TRX-012002,2023-02-05,P-0128,T-048,13,642.57,0,8353.41
TRX-012003,2024-12-29,P-0150,T-011,3,795.09,0,2385.27
TRX-012004,2023-07-20,P-0168,T-049,13,714.02,0,9282.26
TRX-012005,2023-06-14,P-0029,T-032,12,386.02,0,4632.24
TRX-012006,2023-11-03,P-0037,T-046,8,334.47,0,2675.76
TRX-012007,2023-12-22,P-0184,T-035,5,663.06,0,3315.30
TRX-012008,2023-09-23,P-0068,T-032,9,303.34,19,2211.35
TRX-012009,2023-06-19,P-0053,T-038,12,373.39,5,4256.65
TRX-012010,2024-12-09,P-0078,T-042,6,110.72,0,664.32
TRX-012011,2024-07-23,P-0141,T-037,12,248.53,18,2445.54
TRX-012012,2023-04-11,P-0054,T-028,2,324.9,0,649.80
TRX-012013,2024-10-07,P-0156,T-033,8,132.08,0,1056.64
TRX-012014,2024-01-17,P-0104,T-009,11,81.89,0,900.79
TRX-012015,2023-06-01,P-0041,T-027,4,705.72,8,2597.05
TRX-012016,2024-02-12,P-0075,T-027,3,711.85,0,2135.55
TRX-012017,2023-03-31,P-0129,T-006,4,522.69,0,2090.76
TRX-012018,2023-01-19,P-0045,T-041,10,585.29,0,5852.90
TRX-012019,2024-03-20,P-0181,T-028,8,448.57,0,3588.56
TRX-012020,2024-11-21,P-0005,T-014,14,750.5,0,10507.00
TRX-012021,2023-12-13,P-0122,T-021,14,784.1,0,10977.40
TRX-012022,2024-03-30,P-0200,T-024,9,746.15,0,6715.35
TRX-012023,2024-05-15,P-0190,T-045,8,538.15,0,4305.20
TRX-012024,2023-02-05,P-0079,T-030,15,598.84,0,8982.60
TRX-012025,2023-10-08,P-0099,T-006,7,538.89,0,3772.23
TRX-012026,2024-05-13,P-0138,T-039,6,564.42,0,3386.52
TRX-012027,2024-09-30,P-0141,T-027,7,248.53,0,1739.71
TRX-012028,2023-08-29,P-0037,T-033,8,334.47,0,2675.76
TRX-012029,2023-01-04,P-0153,T-050,5,234.58,7,1090.80
TRX-012030,2023-02-18,P-0107,T-036,8,52.88,0,423.04
TRX-012031,2023-05-28,P-0018,T-010,11,518.24,0,5700.64
TRX-012032,2024-08-05,P-0009,T-011,9,54.26,0,488.34
TRX-012033,2024-12-12,P-0107,T-031,1,52.88,0,52.88
TRX-012034,2024-10-10,P-0055,T-049,14,260.72,0,3650.08
TRX-012035,2024-10-12,P-0193,T-003,12,299.11,0,3589.32
TRX-012036,2024-04-24,P-0025,T-001,4,616.78,19,1998.37
TRX-012037,2023-08-14,P-0039,T-026,3,342.6,0,1027.80
TRX-012038,2023-06-25,P-0070,T-040,1,520.91,0,520.91
TRX-012039,2023-08-11,P-0116,T-002,11,843.61,21,7330.97
TRX-012040,2023-01-10,P-0063,T-032,5,134.79,0,673.95
TRX-012041,2023-01-19,P-0047,T-026,12,288.84,0,3466.08
TRX-012042,2024-03-06,P-0121,T-012,7,791.35,0,5539.45
TRX-012043,2024-02-22,P-0085,T-038,12,574.36,0,6892.32
TRX-012044,2024-05-17,P-0144,T-044,14,394.88,0,5528.32
TRX-012045,2024-12-17,P-0188,T-042,5,628.65,0,3143.25
TRX-012046,2024-06-12,P-0050,T-050,2,406.88,12,716.11
TRX-012047,2023-12-13,P-0114,T-008,15,109.83,0,1647.45
TRX-012048,2024-11-30,P-0198,T-026,10,300.38,0,3003.80
TRX-012049,2023-01-08,P-0017,T-023,9,362.07,0,3258.63
TRX-012050,2023-06-04,P-0063,T-030,14,134.79,0,1887.06
TRX-012051,2023-03-16,P-0134,T-032,6,103.31,0,619.86
TRX-012052,2023-10-11,P-0021,T-016,13,517.7,0,6730.10
TRX-012053,2024-08-18,P-0087,T-044,12,210.97,0,2531.64
TRX-012054,2023-06-07,P-0100,T-035,1,253.63,0,253.63
TRX-012055,2024-08-18,P-0066,T-007,10,456.2,0,4562.00
TRX-012056,2023-02-23,P-0155,T-012,2,452.98,0,905.96
TRX-012057,2023-05-15,P-0029,T-014,2,386.02,0,772.04
TRX-012058,2024-02-27,P-0174,T-025,1,563.29,0,563.29
TRX-012059,2023-01-07,P-0194,T-045,13,249.36,0,3241.68
TRX-012060,2023-09-18,P-0092,T-004,12,763.23,27,6685.89
TRX-012061,2023-06-14,P-0054,T-020,4,324.9,0,1299.60
TRX-012062,2023-10-25,P-0011,T-013,13,230.29,0,2993.77
TRX-012063,2023-10-04,P-0138,T-019,15,564.42,28,6095.74
TRX-012064,2024-04-13,P-0015,T-028,5,839.97,0,4199.85
TRX-012065,2024-04-12,P-0004,T-021,13,651.39,0,8468.07
TRX-012066,2024-11-09,P-0066,T-048,13,456.2,0,5930.60
TRX-012067,2023-09-08,P-0131,T-001,5,444.99,0,2224.95
TRX-012068,2024-01-28,P-0008,T-029,14,173.65,8,2236.61
TRX-012069,2023-05-31,P-0019,T-016,15,285.14,0,4277.10
TRX-012070,2024-08-24,P-0058,T-022,5,168.62,0,843.10
TRX-012071,2024-05-28,P-0034,T-008,9,846.99,0,7622.91
TRX-012072,2024-03-18,P-0121,T-025,8,791.35,0,6330.80
TRX-012073,2023-06-26,P-0052,T-030,12,340.93,30,2863.81
TRX-012074,2024-07-03,P-0198,T-005,11,300.38,0,3304.18
TRX-012075,2023-10-11,P-0103,T-001,2,298.7,0,597.40
TRX-012076,2024-01-16,P-0114,T-039,3,109.83,8,303.13
TRX-012077,2024-06-22,P-0164,T-010,11,255.54,0,2810.94
TRX-012078,2023-03-29,P-0023,T-044,1,345.99,0,345.99
TRX-012079,2024-11-04,P-0175,T-041,8,52.76,0,422.08
TRX-012080,2023-11-12,P-0198,T-026,14,300.38,0,4205.32
TRX-012081,2023-03-22,P-0025,T-048,10,616.78,0,6167.80
TRX-012082,2024-02-11,P-0196,T-040,15,71.37,0,1070.55
TRX-012083,2023-10-08,P-0121,T-015,4,791.35,17,2627.28
TRX-012084,2023-11-09,P-0186,T-050,12,313.41,0,3760.92
TRX-012085,2024-11-26,P-0023,T-013,10,345.99,0,3459.90
TRX-012086,2023-01-11,P-0014,T-049,9,279.19,0,2512.71
TRX-012087,2023-02-01,P-0049,T-034,12,622.79,8,6875.60
TRX-012088,2024-08-27,P-0072,T-020,8,173.17,0,1385.36
TRX-012089,2023-06-07,P-0116,T-043,9,843.61,0,7592.49
TRX-012090,2023-11-01,P-0068,T-019,3,303.34,0,910.02
TRX-012091,2024-06-28,P-0009,T-022,1,54.26,0,54.26
TRX-012092,2024-10-01,P-0068,T-027,11,303.34,0,3336.74
TRX-012093,2023-12-11,P-0038,T-015,1,390.53,7,363.19
TRX-012094,2023-03-05,P-0123,T-005,13,423.72,0,5508.36
TRX-012095,2023-01-20,P-0109,T-011,6,501.08,0,3006.48
TRX-012096,2024-07-27,P-0059,T-013,9,791.54,0,7123.86
TRX-012097,2023-08-28,P-0044,T-025,10,175.16,0,1751.60
TRX-012098,2024-10-26,P-0123,T-043,5,423.72,0,2118.60
TRX-012099,2023-05-12,P-0176,T-002,15,356.61,0,5349.15
TRX-012100,2023-05-30,P-0093,T-046,7,765.58,0,5359.06
TRX-012101,2024-03-15,P-0124,T-011,14,300.81,0,4211.34
TRX-012102,2024-05-13,P-0048,T-007,2,473.4,0,946.80
TRX-012103,2023-02-15,P-0044,T-015,9,175.16,0,1576.44
TRX-012104,2024-10-20,P-0177,T-007,7,254.46,0,1781.22
TRX-012105,2023-06-08,P-0131,T-011,9,444.99,24,3043.73
TRX-012106,2023-01-07,P-0179,T-037,2,77.95,0,155.90
TRX-012107,2024-01-23,P-0113,T-019,7,191.14,0,1337.98
TRX-012108,2023-01-31,P-0114,T-046,13,109.83,0,1427.79
TRX-012109,2023-02-03,P-0164,T-050,9,255.54,0,2299.86
TRX-012110,2023-03-21,P-0102,T-006,8,577.31,0,4618.48
TRX-012111,2024-07-27,P-0088,T-021,1,298.09,0,298.09
TRX-012112,2023-08-12,P-0115,T-008,13,154.21,0,2004.73
TRX-012113,2023-01-26,P-0125,T-038,15,362.52,0,5437.80
TRX-012114,2023-06-20,P-0016,T-048,1,362.85,0,362.85
TRX-012115,2024-05-14,P-0134,T-024,7,103.31,0,723.17
TRX-012116,2024-05-15,P-0092,T-033,7,763.23,26,3953.53
TRX-012117,2024-04-28,P-0133,T-033,3,364.39,0,1093.17
TRX-012118,2024-05-27,P-0170,T-005,11,363.08,0,3993.88
TRX-012119,2023-09-03,P-0018,T-032,6,518.24,0,3109.44
TRX-012120,2023-04-04,P-0042,T-013,7,361.75,0,2532.25
TRX-012121,2024-07-18,P-0174,T-018,1,563.29,0,563.29
TRX-012122,2023-06-25,P-0007,T-013,3,671.75,0,2015.25
TRX-012123,2023-03-10,P-0130,T-007,2,139.47,0,278.94
TRX-012124,2024-01-13,P-0033,T-035,9,707.22,0,6364.98
TRX-012125,2024-11-23,P-0089,T-006,12,94.19,0,1130.28
TRX-012126,2024-11-17,P-0092,T-043,13,763.23,0,9921.99
TRX-012127,2024-02-17,P-0192,T-029,4,94.68,15,321.91
TRX-012128,2024-07-28,P-0174,T-039,9,563.29,0,5069.61
TRX-012129,2024-03-26,P-0098,T-047,15,348.62,0,5229.30
TRX-012130,2024-02-18,P-0160,T-002,6,192.15,0,1152.90
TRX-012131,2024-04-24,P-0073,T-018,8,279.88,0,2239.04
TRX-012132,2023-04-22,P-0200,T-041,5,746.15,0,3730.75
TRX-012133,2024-09-20,P-0194,T-041,14,249.36,0,3491.04
TRX-012134,2023-04-28,P-0189,T-045,6,641.43,0,3848.58
TRX-012135,2023-07-29,P-0127,T-011,2,241.26,0,482.52
TRX-012136,2023-01-10,P-0061,T-003,6,441.59,11,2358.09
TRX-012137,2024-01-08,P-0129,T-036,3,522.69,0,1568.07
TRX-012138,2023-06-19,P-0065,T-022,5,529.46,0,2647.30
TRX-012139,2023-12-08,P-0007,T-048,9,671.75,0,6045.75
TRX-012140,2024-01-25,P-0008,T-041,12,173.65,0,2083.80
TRX-012141,2023-04-03,P-0120,T-006,9,93.03,0,837.27
TRX-012142,2024-10-06,P-0162,T-017,8,270.66,0,2165.28
TRX-012143,2024-11-14,P-0113,T-028,12,191.14,0,2293.68
TRX-012144,2024-10-19,P-0080,T-019,11,436.63,7,4466.72
TRX-012145,2024-12-28,P-0050,T-027,14,406.88,0,5696.32
TRX-012146,2024-02-25,P-0178,T-041,9,220.82,0,1987.38
TRX-012147,2024-02-21,P-0199,T-012,2,764.34,6,1436.96
TRX-012148,2024-01-19,P-0083,T-018,9,604.06,0,5436.54
TRX-012149,2023-02-18,P-0126,T-030,12,349.7,0,4196.40
TRX-012150,2023-10-22,P-0078,T-015,11,110.72,0,1217.92
TRX-012151,2024-05-26,P-0190,T-045,12,538.15,0,6457.80
TRX-012152,2023-03-02,P-0154,T-028,7,316.24,0,2213.68
TRX-012153,2024-02-29,P-0199,T-028,14,764.34,0,10700.76
TRX-012154,2024-10-18,P-0091,T-029,12,644.97,0,7739.64
TRX-012155,2023-07-19,P-0127,T-003,12,241.26,0,2895.12
TRX-012156,2024-02-25,P-0115,T-023,10,154.21,29,1094.89
TRX-012157,2024-10-29,P-0057,T-048,3,696.75,0,2090.25
TRX-012158,2023-12-29,P-0011,T-040,7,230.29,15,1370.23
TRX-012159,2024-03-20,P-0190,T-033,3,538.15,0,1614.45
TRX-012160,2023-02-21,P-0031,T-015,12,281.57,0,3378.84
TRX-012161,2024-09-04,P-0025,T-036,11,616.78,21,5359.82
TRX-012162,2023-11-10,P-0198,T-011,5,300.38,18,1231.56
TRX-012163,2023-12-07,P-0006,T-011,6,843.07,5,4805.50
TRX-012164,2023-02-21,P-0089,T-010,8,94.19,0,753.52
TRX-012165,2023-08-25,P-0131,T-039,3,444.99,0,1334.97
TRX-012166,2023-01-05,P-0107,T-019,12,52.88,24,482.27
TRX-012167,2024-09-29,P-0134,T-011,6,103.31,0,619.86
TRX-012168,2024-02-07,P-0057,T-024,2,696.75,0,1393.50
TRX-012169,2024-09-27,P-0193,T-030,14,299.11,0,4187.54
TRX-012170,2023-02-19,P-0050,T-003,14,406.88,0,5696.32
TRX-012171,2024-12-04,P-0100,T-039,7,253.63,0,1775.41
TRX-012172,2023-03-31,P-0168,T-034,15,714.02,0,10710.30
TRX-012173,2024-03-08,P-0131,T-001,10,444.99,14,3826.91
TRX-012174,2024-07-26,P-0149,T-046,14,444.25,0,6219.50
TRX-012175,2024-04-03,P-0026,T-027,5,537.16,0,2685.80
TRX-012176,2024-05-19,P-0041,T-003,10,705.72,0,7057.20
TRX-012177,2023-03-19,P-0132,T-011,1,520.27,0,520.27
TRX-012178,2024-05-08,P-0089,T-035,4,94.19,0,376.76
TRX-012179,2024-01-19,P-0062,T-010,9,317.28,0,2855.52
TRX-012180,2024-10-15,P-0051,T-049,5,533.16,17,2212.61
TRX-012181,2023-11-16,P-0093,T-015,9,765.58,14,5925.59
TRX-012182,2023-12-31,P-0014,T-013,10,279.19,26,2066.01
TRX-012183,2023-12-12,P-0143,T-029,1,601.55,0,601.55
TRX-012184,2024-09-21,P-0084,T-003,3,214.01,0,642.03
TRX-012185,2024-01-01,P-0198,T-004,1,300.38,0,300.38
TRX-012186,2024-05-18,P-0067,T-012,4,815.39,27,2380.94
TRX-012187,2024-01-07,P-0128,T-004,6,642.57,0,3855.42
TRX-012188,,P-0015,T-028,4,839.97,,3359.88
TRX-012189,2023-07-25,P-0044,T-047,1,175.16,0,175.16
TRX-012190,2024-10-30,P-0058,T-037,3,168.62,9,460.33
TRX-012191,2024-04-16,P-0033,T-012,3,707.22,0,2121.66
TRX-012192,2024-10-22,P-0150,T-045,4,795.09,0,3180.36
TRX-012193,2023-04-30,P-0027,T-022,12,263.13,0,3157.56
TRX-012194,2024-06-09,P-0127,T-020,10,241.26,0,2412.60
TRX-012195,2023-08-16,P-0123,T-043,9,423.72,0,3813.48
TRX-012196,2023-04-05,P-0058,T-029,3,168.62,0,505.86
TRX-012197,2023-05-04,P-0193,T-032,13,299.11,0,3888.43
TRX-012198,2023-10-12,P-0053,T-005,5,373.39,0,1866.95
TRX-012199,2024-03-04,P-0167,T-006,5,148.44,0,742.20
TRX-012200,2023-09-08,P-0051,T-038,2,533.16,0,1066.32
TRX-012201,2024-09-09,P-0128,T-009,11,642.57,0,7068.27
TRX-012202,2024-01-31,P-0076,T-005,10,392.31,0,3923.10
TRX-012203,2023-12-28,P-0001,T-016,14,391.99,0,5487.86
TRX-012204,2023-10-09,P-0172,T-008,6,578.97,0,3473.82
TRX-012205,2024-01-12,P-0095,T-030,14,771.65,0,10803.10
TRX-012206,2023-05-18,P-0082,T-003,15,82.17,0,1232.55
TRX-012207,2024-08-16,P-0143,T-012,4,601.55,9,2189.64
TRX-012208,2024-03-21,P-0086,T-015,3,112.12,0,336.36
TRX-012209,2023-08-03,P-0185,T-046,7,541.49,14,3259.77
TRX-012210,2024-07-14,P-0035,T-035,12,580.48,0,6965.76
TRX-012211,2024-09-06,P-0197,T-011,7,750.96,0,5256.72
TRX-012212,2024-11-01,P-0111,T-036,4,138.19,0,552.76
TRX-012213,2024-02-07,P-0187,T-029,9,389.42,0,3504.78
TRX-012214,2023-09-06,P-0149,T-008,6,444.25,0,2665.50
TRX-012215,2024-07-17,P-0109,T-045,6,501.08,16,2525.44
TRX-012216,2023-05-29,P-0068,T-006,7,303.34,13,1847.34
TRX-012217,2024-05-06,P-0107,T-036,7,52.88,0,370.16
TRX-012218,2024-05-30,P-0178,T-015,4,220.82,0,883.28
TRX-012219,2024-08-22,P-0064,T-013,9,378.64,0,3407.76
TRX-012220,2023-05-16,P-0177,T-011,13,254.46,6,3109.50
TRX-012221,2023-12-12,P-0196,T-045,9,71.37,30,449.63
TRX-012222,2024-10-04,P-0064,T-047,1,378.64,25,283.98
TRX-012223,2023-12-26,P-0100,T-050,7,253.63,0,1775.41
TRX-012224,2024-02-18,P-0087,T-001,1,210.97,0,210.97
TRX-012225,2023-07-06,P-0178,T-016,6,220.82,0,1324.92
TRX-012226,2024-01-31,P-0192,T-036,10,94.68,0,946.80
TRX-012227,2024-06-10,P-0017,T-035,1,362.07,0,362.07
TRX-012228,2024-04-23,P-0171,T-027,2,733.17,0,1466.34
TRX-012229,2023-04-08,P-0158,T-001,15,841.94,0,12629.10
TRX-012230,2024-01-25,P-0037,T-025,14,334.47,0,4682.58
TRX-012231,2023-02-22,P-0039,T-043,13,342.6,0,4453.80
TRX-012232,2024-01-21,P-0098,T-003,15,348.62,0,5229.30
TRX-012233,2023-01-13,P-0066,T-027,6,456.2,0,2737.20
TRX-012234,2024-12-24,P-0093,T-046,6,765.58,0,4593.48
TRX-012235,2024-01-03,P-0161,T-036,10,564.7,0,5647.00
TRX-012236,2024-10-27,P-0121,T-008,8,791.35,0,6330.80
TRX-012237,2023-07-01,P-0075,T-019,2,711.85,0,1423.70
TRX-012238,,P-0109,T-001,3,501.08,,1503.24
TRX-012239,2023-11-15,P-0021,T-046,10,517.7,0,5177.00
TRX-012240,2023-01-23,P-0166,T-038,6,543.7,0,3262.20
TRX-012241,2024-07-23,P-0140,T-001,8,227.19,0,1817.52
TRX-012242,2024-06-25,P-0066,T-042,3,456.2,0,1368.60
TRX-012243,2024-02-15,P-0165,T-030,14,117.74,10,1483.52
TRX-012244,2024-07-15,P-0106,T-008,11,794.31,29,6203.56
TRX-012245,2024-06-09,P-0193,T-041,14,299.11,5,3978.16
TRX-012246,2023-04-26,P-0116,T-047,15,843.61,0,12654.15
TRX-012247,2024-11-11,P-0043,T-043,15,521.14,0,7817.10
TRX-012248,2024-10-27,P-0103,T-046,12,298.7,0,3584.40
TRX-012249,2023-01-28,P-0137,T-049,1,510.97,0,510.97
TRX-012250,,P-0167,T-015,8,148.44,,1187.52
TRX-012251,2023-05-20,P-0036,T-003,9,611.92,25,4130.46
TRX-012252,2023-01-12,P-0141,T-022,15,248.53,0,3727.95
TRX-012253,2024-12-29,P-0179,T-031,1,77.95,13,67.82
TRX-012254,2023-07-22,P-0137,T-006,7,510.97,0,3576.79
TRX-012255,2024-03-10,P-0134,T-013,9,103.31,0,929.79
TRX-012256,2023-09-10,P-0104,T-002,3,81.89,0,245.67
TRX-012257,2023-08-11,P-0155,T-041,7,452.98,26,2346.44
TRX-012258,2024-12-29,P-0007,T-043,1,671.75,25,503.81
TRX-012259,2023-09-27,P-0126,T-020,7,349.7,0,2447.90
TRX-012260,2024-01-11,P-0097,T-006,6,409.85,29,1745.96
TRX-012261,2024-09-12,P-0053,T-037,1,373.39,0,373.39
TRX-012262,2023-07-09,P-0196,T-046,15,71.37,0,1070.55
TRX-012263,2024-11-09,P-0031,T-027,13,281.57,0,3660.41
TRX-012264,2024-03-30,P-0007,T-006,1,671.75,0,671.75
TRX-012265,2024-10-19,P-0157,T-006,6,349.73,0,2098.38
TRX-012266,2024-09-15,P-0064,T-009,11,378.64,29,2957.18
TRX-012267,2024-02-04,P-0101,T-037,8,284.4,0,2275.20
TRX-012268,2023-04-26,P-0032,T-036,1,413.34,0,413.34
TRX-012269,2023-11-19,P-0133,T-038,14,364.39,22,3979.14
TRX-012270,2023-11-18,P-0116,T-049,4,843.61,0,3374.44
TRX-012271,2024-02-06,P-0056,T-038,7,128.84,0,901.88
TRX-012272,2024-08-17,P-0095,T-004,12,771.65,0,9259.80
TRX-012273,2023-03-16,P-0082,T-013,11,82.17,0,903.87
TRX-012274,2023-08-30,P-0066,T-006,3,456.2,0,1368.60
TRX-012275,2023-04-19,P-0006,T-010,6,843.07,27,3692.65
TRX-012276,2024-05-29,P-0034,T-043,3,846.99,0,2540.97
TRX-012277,2023-05-11,P-0121,T-020,10,791.35,22,6172.53
TRX-012278,2023-10-06,P-0113,T-041,1,191.14,0,191.14
TRX-012279,2024-01-13,P-0094,T-018,6,582.95,0,3497.70
TRX-012280,2024-12-06,P-0044,T-002,1,175.16,0,175.16
TRX-012281,2024-09-12,P-0122,T-009,12,784.1,28,6774.62
TRX-012282,2024-09-27,P-0022,T-030,2,121.94,22,190.23
TRX-012283,2024-04-25,P-0001,T-008,1,391.99,0,391.99
TRX-012284,2023-03-10,P-0109,T-026,10,501.08,0,5010.80
TRX-012285,2024-04-13,P-0185,T-005,10,541.49,0,5414.90
TRX-012286,2023-03-27,P-0131,T-036,14,444.99,0,6229.86
TRX-012287,2023-06-14,P-0035,T-047,2,580.48,0,1160.96
TRX-012288,2023-01-04,P-0056,T-044,15,128.84,0,1932.60
TRX-012289,2024-03-15,P-0015,T-016,8,839.97,0,6719.76
TRX-012290,2023-12-29,P-0091,T-023,12,644.97,0,7739.64
TRX-012291,2024-05-10,P-0035,T-021,12,580.48,0,6965.76
TRX-012292,2023-04-11,P-0024,T-047,10,711.7,0,7117.00
TRX-012293,2024-07-10,P-0183,T-027,3,381.33,0,1143.99
TRX-012294,,P-0052,T-013,5,340.93,,1227.35
TRX-012295,2024-10-02,P-0014,T-046,2,279.19,0,558.38
TRX-012296,2023-10-27,P-0072,T-042,9,173.17,16,1309.17
TRX-012297,2023-05-23,P-0098,T-037,13,348.62,0,4532.06
TRX-012298,2023-08-03,P-0069,T-031,7,515.46,0,3608.22
TRX-012299,2023-08-20,P-0070,T-041,1,520.91,29,369.85
TRX-012300,2024-10-26,P-0071,T-016,12,52.81,0,633.72
TRX-012301,2024-10-21,P-0021,T-020,1,517.7,8,476.28
TRX-012302,2023-12-09,P-0127,T-016,8,241.26,0,1930.08
TRX-012303,2023-11-22,P-0076,T-046,13,392.31,0,5100.03
TRX-012304,2023-03-05,P-0139,T-048,2,165.65,12,291.54
TRX-012305,2023-06-14,P-0127,T-023,1,241.26,0,241.26
TRX-012306,2023-04-03,P-0180,T-020,3,449.28,0,1347.84
TRX-012307,2023-10-07,P-0066,T-005,11,456.2,0,5018.20
TRX-012308,2024-11-11,P-0195,T-010,7,419.81,9,2674.19
TRX-012309,2023-02-11,P-0079,T-006,10,598.84,0,5988.40
TRX-012310,2023-09-10,P-0167,T-025,10,148.44,20,1187.52
TRX-012311,2023-05-23,P-0137,T-027,15,510.97,0,7664.55
TRX-012312,2023-05-23,P-0109,T-015,13,501.08,27,4755.25
TRX-012313,2024-11-26,P-0002,T-011,8,300.52,0,2404.16
TRX-012314,2023-11-28,P-0080,T-030,15,436.63,27,4781.10
TRX-012315,2024-11-29,P-0130,T-013,15,139.47,0,2092.05
TRX-012316,2023-04-26,P-0080,T-047,1,436.63,0,436.63
TRX-012317,2023-06-03,P-0074,T-015,15,318.26,0,4773.90
TRX-012318,2023-10-22,P-0087,T-022,2,210.97,7,392.40
TRX-012319,2023-06-30,P-0022,T-028,8,121.94,17,809.68
TRX-012320,2023-05-28,P-0064,T-001,5,378.64,0,1893.20
TRX-012321,2024-03-22,P-0078,T-029,5,110.72,19,448.42
TRX-012322,2024-05-12,P-0085,T-030,15,574.36,0,8615.40
TRX-012323,2024-06-11,P-0034,T-047,7,846.99,13,5158.17
TRX-012324,2024-06-22,P-0155,T-002,13,452.98,17,4887.65
TRX-012325,2023-08-08,P-0052,T-047,13,340.93,0,4432.09
TRX-012326,2023-05-11,P-0099,T-049,1,538.89,20,431.11
TRX-012327,2023-07-30,P-0150,T-032,8,795.09,0,6360.72
TRX-012328,2024-02-07,P-0054,T-016,14,324.9,0,4548.60
TRX-012329,2023-08-31,P-0013,T-027,12,227.61,0,2731.32
TRX-012330,2023-07-19,P-0180,T-005,15,449.28,0,6739.20
TRX-012331,2024-09-30,P-0025,T-029,15,616.78,0,9251.70
TRX-012332,2024-03-02,P-0015,T-025,8,839.97,0,6719.76
TRX-012333,2024-11-13,P-0021,T-042,11,517.7,0,5694.70
TRX-012334,2023-05-25,P-0139,T-023,10,165.65,26,1225.81
